state,action_0,action_1,action_2,action_3,action_4,action_5
997,-32.43170476300028,-32.4472031740932,-32.37835818610294,-32.387045842198944,-33.40628616214547,-33.77690899186894
998,-3.099892530000002,-3.19789771265047,-3.1849496799975427,-3.1877619411160407,-3.9638130592021223,-3.957730579510604
999,-3.590000000000003,-3.676381438710285,-3.6960692494284797,-3.6798703684697585,-3.860998461000001,-4.0
1000,-38.84103121815933,-38.91482175439779,-38.832180491933705,-38.87882737448683,-39.21333746742166,-40.91206505590239
1001,-42.69234697246429,-42.703289528634826,-42.66648356725497,-42.69451601364104,-44.99892669046019,-43.470418860730526
1002,0.0,0.0,0.0,0.0,0.0,0.0
1003,-37.599986436709735,-37.615647508362244,-37.580392231369345,-37.583431432710675,-39.19903608809203,-38.076167081471766
1004,-50.372143406056864,-50.39410462157089,-50.31844517285404,-50.35599111986663,-50.318830223536594,-52.35100004270355
1005,-5.672900000000005,-5.742881531630181,-5.69204971708054,-5.700000000000005,-7.664100849074499,-7.40861365473725
1006,-2.490000000000002,-2.5443162739182053,-2.5000000000000018,-2.5000000000000018,-3.8689000000000004,-2.927739140365965
1007,-32.02186059902102,-32.060016137876275,-31.990137305227634,-32.04733251473811,-33.415880275297894,-33.97250321021025
1008,0.0,0.0,0.0,0.0,0.0,0.0
1009,-1.3807809300000007,-1.1609629695176649,-1.2978093000000008,-1.3000000000000007,-2.8859722185320202,-2.7670000000000003
1010,-4.785915796994462,-4.826627986416567,-4.758069802447624,-4.785772551662078,-4.884980896500001,-5.918559727835021
